순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1897,014190,원익큐브,"1,795","10","0.6","258,641","462,362,275","1,785","1,810","1,765","63,542,831,270","0.00","35,399,906",,,
1898,021650,한국큐빅,"3,880","-5","-0.1","48,075","186,049,365","3,885","3,905","3,845","63,440,184,440","0.00","16,350,563",,,
1899,204630,스튜디오산타클로스,"2,150","15","0.7","58,704","125,872,095","2,135","2,155","2,115","63,325,788,250","0.00","29,453,855",,,
1900,307180,아이엘사이언스,"2,980","-15","-0.5","33,133","98,568,120","2,995","3,010","2,955","63,241,628,540","0.00","21,222,023",,,
1901,021040,대호피앤씨,"863","-7","-0.8","259,059","223,945,682","871","878","859","63,096,368,838","0.00","73,112,826",,,
1902,204020,그리티,"3,130","-15","-0.5","129,558","410,124,475","3,145","3,210","3,130","63,061,455,900","0.00","20,147,430",,,
1903,234070,에이원알폼,"17,600","0","0.0","0","0","0","0","0","62,857,361,600","0.00","3,571,441",,,
1904,052460,아이크래프트,"4,300","-40","-0.9","165,147","713,148,035","4,385","4,385","4,275","62,814,124,800","0.00","14,607,936",,,
1905,039610,화성밸브,"6,030","50","0.8","124,187","745,769,590","5,990","6,070","5,930","62,774,712,000","0.00","10,410,400",,,
1906,171090,선익시스템,"6,970","-20","-0.3","20,496","142,514,000","6,990","7,030","6,930","62,725,086,150","0.00","8,999,295",,,
1907,120115,코오롱인더우,"22,650","-200","-0.9","4,779","108,635,800","22,850","23,050","22,550","62,692,029,000","0.00","2,767,860",,,
1908,036480,대성미생물,"16,450","-100","-0.6","19,416","318,545,500","16,450","16,550","16,250","62,510,000,000","0.00","3,800,000",,,
1909,263920,블러썸엠앤씨,"4,555","0","0.0","0","0","0","0","0","62,509,048,460","0.00","13,723,172",,,
1910,080470,성창오토텍,"8,560","290","3.5","995,187","8,763,147,040","8,270","9,320","8,250","62,488,000,000","0.00","7,300,000",,,
1911,203450,유니온커뮤니티,"4,250","200","4.9","1,130,505","4,734,866,920","4,080","4,375","4,045","62,385,779,750","0.00","14,679,007",,,
1912,111820,지와이커머스,"2,465","0","0.0","0","0","0","0","0","62,306,380,230","0.00","25,276,422",,,
1913,001275,부국증권우,"20,750","50","0.2","2,149","44,570,600","20,800","20,800","20,700","62,250,000,000","0.00","3,000,000",,,
1914,069410,엔텔스,"9,000","280","3.2","45,635","408,356,540","8,700","9,080","8,700","62,093,043,000","0.00","6,899,227",,,
1915,062970,피피아이,"6,670","-90","-1.3","54,818","366,975,060","6,740","6,800","6,650","62,085,593,950","0.00","9,308,185",,,
1916,017510,세명전기,"4,070","50","1.2","288,235","1,178,772,145","4,050","4,150","4,030","62,051,220,000","0.00","15,246,000",,,
1917,105330,케이엔더블유,"6,040","-40","-0.7","71,724","433,619,650","6,080","6,130","5,980","61,978,535,880","0.00","10,261,347",,,
1918,096640,멜파스,"2,130","115","5.7","377,975","791,943,500","2,035","2,195","1,965","61,971,702,480","0.00","29,094,696",,,
1919,008870,금비,"61,900","300","0.5","1,202","74,070,600","61,500","62,000","61,300","61,900,000,000","0.00","1,000,000",,,
1920,075970,동국알앤에스,"3,360","100","3.1","265,614","883,119,055","3,270","3,380","3,235","61,824,000,000","0.00","18,400,000",,,
1921,006570,대림통상,"4,060","20","0.5","1,782","7,215,915","4,000","4,095","4,000","61,813,500,000","0.00","15,225,000",,,
1922,079950,인베니아,"2,660","-20","-0.8","133,415","354,266,885","2,670","2,720","2,625","61,712,000,000","0.00","23,200,000",,,
1923,104040,대성파인텍,"1,970","-15","-0.8","380,419","752,200,165","1,985","2,000","1,970","61,663,523,570","0.00","31,301,281",,,
1924,058970,엠로,"11,950","-50","-0.4","11,715","139,359,850","12,000","12,000","11,550","61,389,802,900","0.00","5,137,222",,,
1925,080520,오디텍,"5,210","10","0.2","59,406","308,188,570","5,210","5,230","5,150","61,199,832,890","0.00","11,746,609",,,
1926,010400,우진아이엔에스,"8,010","-10","-0.1","10,129","81,108,130","8,020","8,070","7,950","61,052,220,000","0.00","7,622,000",,,
1927,115310,인포바인,"19,100","100","0.5","528","10,084,550","19,100","19,200","19,000","60,984,065,300","0.00","3,192,883",,,
1928,099440,스맥,"2,000","-10","-0.5","161,383","323,265,710","2,000","2,040","1,990","60,980,222,000","0.00","30,490,111",,,
1929,101170,우림기계,"4,515","-55","-1.2","58,551","264,831,925","4,580","4,595","4,485","60,952,500,000","0.00","13,500,000",,,
1930,038950,파인디지털,"5,960","-20","-0.3","13,323","79,052,390","5,960","6,000","5,880","60,856,159,400","0.00","10,210,765",,,
1931,246720,아스타,"5,290","60","1.2","19,578","103,938,830","5,220","5,360","5,210","60,795,446,670","0.00","11,492,523",,,
1932,024840,KBI메탈,"1,845","0","0.0","156,397","289,600,940","1,840","1,875","1,835","60,794,314,560","0.00","32,950,848",,,
1933,046110,한일네트웍스,"5,070","20","0.4","55,900","282,560,900","5,070","5,110","5,020","60,607,930,890","0.00","11,954,227",,,
1934,234920,자이글,"4,475","-135","-2.9","130,897","584,749,590","4,620","4,625","4,300","60,550,822,250","0.00","13,530,910",,,
1935,220180,핸디소프트,"3,120","5","0.2","11,777","36,667,920","3,090","3,170","3,090","60,528,000,000","0.00","19,400,000",,,
1936,002820,선창산업,"4,785","170","3.7","26,880","127,275,095","4,655","4,825","4,615","60,329,227,365","0.00","12,607,989",,,
1937,044480,경남바이오파마,"4,005","-120","-2.9","172,693","694,990,435","4,125","4,150","3,975","60,250,082,580","0.00","15,043,716",,,
1938,059120,아진엑스텍,"6,160","20","0.3","163,775","1,006,794,640","6,150","6,230","6,060","60,051,351,360","0.00","9,748,596",,,
1939,33626L,두산퓨얼셀2우B,"20,100","200","1.0","20,007","404,484,150","20,000","20,500","19,950","60,024,630,000","0.00","2,986,300",,,
1940,003780,진양산업,"4,615","-45","-1.0","135,926","626,025,350","4,660","4,670","4,545","59,995,000,000","0.00","13,000,000",,,
1941,336040,이도바이오,"25,500","200","0.8","9","229,950","25,950","25,950","25,500","59,720,362,500","0.00","2,341,975",,,
1942,060260,뉴보텍,"1,785","-130","-6.8","5,982,881","10,807,047,990","1,845","1,915","1,715","59,679,243,750","0.00","33,433,750",,,
1943,008775,호텔신라우,"79,200","500","0.6","6,880","542,286,900","79,400","79,400","78,400","59,548,816,800","0.00","751,879",,,
1944,000440,중앙에너비스,"9,560","110","1.2","32,491","306,694,590","9,460","9,610","9,280","59,531,362,800","0.00","6,227,130",,,
1945,134060,이퓨쳐,"12,450","-50","-0.4","68,335","849,957,200","12,500","12,650","12,300","59,377,162,500","0.00","4,769,250",,,
1946,006660,삼성공조,"7,300","-110","-1.5","75,419","551,965,220","7,380","7,450","7,260","59,322,092,200","0.00","8,126,314",,,
1947,257370,명성티엔에스,"9,210","0","0.0","0","0","0","0","0","59,319,850,890","0.00","6,440,809",,,
1948,091340,S&K폴리텍,"5,060","30","0.6","49,186","250,040,850","5,000","5,150","5,000","59,220,828,260","0.00","11,703,721",,,
1949,196450,디오스텍,"411","0","0.0","0","0","0","0","0","59,184,398,259","0.00","144,000,969",,,
1950,023810,인팩,"5,900","210","3.7","114,731","686,189,220","5,710","6,200","5,690","59,000,000,000","0.00","10,000,000",,,
1951,317870,엔바이오니아,"7,750","-80","-1.0","27,769","215,892,070","7,870","7,900","7,670","58,772,551,250","0.00","7,583,555",,,
1952,010280,쌍용정보통신,"1,450","10","0.7","295,203","430,969,715","1,460","1,475","1,450","58,672,849,300","0.00","40,464,034",,,
1953,073070,에스모,"407","0","0.0","0","0","0","0","0","58,427,548,003","0.00","143,556,629",,,
1954,182690,테라셈,"2,750","-20","-0.7","186,444","512,894,800","2,780","2,900","2,700","58,198,657,000","0.00","21,163,148",,,
1955,045510,정원엔시스,"1,805","-40","-2.2","89,518","161,998,325","1,855","1,855","1,795","58,137,772,060","0.00","32,209,292",,,
1956,218150,미래생명자원,"3,110","-50","-1.6","93,376","291,433,240","3,135","3,160","3,090","58,068,141,080","0.00","18,671,428",,,
1957,051630,진양화학,"4,835","-40","-0.8","115,077","556,996,135","4,925","4,925","4,800","58,020,000,000","0.00","12,000,000",,,
1958,145270,케이탑리츠,"1,250","-5","-0.4","425,978","528,528,955","1,230","1,255","1,220","57,780,158,750","0.00","46,224,127",,,
1959,33637L,두산솔루스2우B,"35,050","300","0.9","51,135","1,808,965,200","36,150","36,850","34,600","57,694,052,500","0.00","1,646,050",,,
1960,007610,선도전기,"3,205","0","0.0","99,474","319,271,790","3,215","3,250","3,180","57,690,000,000","0.00","18,000,000",,,
1961,038620,위즈코프,"1,485","-45","-2.9","2,704,115","4,086,483,835","1,535","1,560","1,475","57,663,696,420","0.00","38,830,772",,,
1962,024900,덕양산업,"1,770","0","0.0","119,240","210,182,865","1,755","1,780","1,755","57,640,014,600","0.00","32,564,980",,,
1963,154030,아시아종묘,"5,800","-130","-2.2","228,266","1,332,478,030","5,960","5,970","5,770","57,606,377,200","0.00","9,932,134",,,
1964,254120,자비스,"2,835","-90","-3.1","530,534","1,513,635,950","2,885","2,910","2,815","57,560,354,460","0.00","20,303,476",,,
1965,114630,우노앤컴퍼니,"4,230","125","3.0","26,447","110,865,150","4,140","4,250","4,120","57,417,871,950","0.00","13,573,965",,,
1966,258250,셀젠텍,"14,100","1,800","14.6","7,411","102,341,350","12,300","14,100","12,300","57,166,179,900","0.00","4,054,339",,,
1967,054630,에이디칩스,"1,100","40","3.8","29,698,336","33,746,974,605","1,070","1,195","1,030","57,165,081,600","0.00","51,968,256",,,
1968,100030,모바일리더,"17,350","100","0.6","21,257","368,208,800","17,100","17,450","17,050","56,972,437,900","0.00","3,283,714",,,
1969,024740,한일단조,"1,900","0","0.0","185,071","350,531,885","1,905","1,910","1,880","56,793,523,200","0.00","29,891,328",,,
1970,122690,서진오토모티브,"2,905","55","1.9","38,731","112,385,285","2,870","2,950","2,860","56,767,319,630","0.00","19,541,246",,,
1971,016920,카스,"2,370","5","0.2","357,394","851,243,570","2,360","2,425","2,355","56,748,934,260","0.00","23,944,698",,,
1972,005010,휴스틸,"7,430","10","0.1","4,017","29,767,880","7,410","7,500","7,350","56,628,993,240","0.00","7,621,668",,,
1973,078935,GS우,"31,650","100","0.3","6,623","209,481,500","31,500","31,700","31,450","56,489,742,900","0.00","1,784,826",,,
1974,006920,모헨즈,"5,160","-10","-0.2","457,361","2,349,621,650","5,250","5,260","5,050","56,347,200,000","0.00","10,920,000",,,
1975,024850,피에스엠씨,"1,405","40","2.9","942,214","1,320,900,425","1,370","1,440","1,365","56,223,214,815","0.00","40,016,523",,,
1976,041590,젬백스지오,"725","-7","-1.0","92,435","67,017,138","740","740","720","56,134,013,125","0.00","77,426,225",,,
1977,263810,상신전자,"3,915","10","0.3","87,875","341,118,965","3,910","3,940","3,850","55,768,070,970","0.00","14,244,718",,,
1978,900120,씨케이에이치,"505","-2","-0.4","238,077","120,070,025","507","510","500","55,754,250,785","0.00","110,404,457",,,
1979,050860,아세아텍,"3,175","25","0.8","72,262","227,873,715","3,165","3,190","3,130","55,562,500,000","0.00","17,500,000",,,
1980,072130,유엔젤,"4,200","75","1.8","95,518","399,457,885","4,095","4,230","4,095","55,420,906,800","0.00","13,195,454",,,
1981,037440,희림,"3,975","0","0.0","16,535","65,714,415","3,975","4,010","3,955","55,341,838,125","0.00","13,922,475",,,
1982,037760,쎄니트,"1,635","-30","-1.8","135,986","223,495,185","1,665","1,670","1,615","55,316,825,835","0.00","33,832,921",,,
1983,003680,한성기업,"8,890","30","0.3","44,121","391,041,490","8,800","8,920","8,760","55,202,588,350","0.00","6,209,515",,,
1984,012170,키위미디어그룹,"1,485","0","0.0","0","0","0","0","0","54,962,074,530","0.00","37,011,498",,,
1985,054940,엑사이엔씨,"1,655","-40","-2.4","1,029,808","1,709,157,710","1,675","1,690","1,630","54,902,221,940","0.00","33,173,548",,,
1986,215480,토박스코리아,"1,215","-20","-1.6","701,004","850,909,185","1,235","1,235","1,205","54,705,824,550","0.00","45,025,370",,,
1987,071850,캐스텍코리아,"3,295","45","1.4","80,399","262,706,300","3,240","3,315","3,235","54,595,474,460","0.00","16,569,188",,,
1988,128660,피제이메탈,"2,200","10","0.5","47,452","104,438,555","2,195","2,220","2,190","54,567,411,800","0.00","24,803,369",,,
1989,073010,케이에스피,"1,505","20","1.4","53,482","80,214,960","1,515","1,515","1,495","54,469,346,785","0.00","36,192,257",,,
1990,332370,아이디피,"8,190","-30","-0.4","15,879","130,450,120","8,220","8,330","8,170","54,355,907,970","0.00","6,636,863",,,
1991,008370,원풍,"4,525","45","1.0","13,498","60,478,645","4,480","4,555","4,430","54,300,000,000","0.00","12,000,000",,,
1992,290270,휴네시온,"5,650","230","4.2","263,028","1,477,568,090","5,570","5,720","5,430","54,283,346,800","0.00","9,607,672",,,
1993,007630,폴루스바이오팜,"1,225","0","0.0","0","0","0","0","0","54,281,847,200","0.00","44,311,712",,,
1994,087600,픽셀플러스,"6,630","0","0.0","20,613","136,877,770","6,650","6,740","6,600","54,144,279,540","0.00","8,166,558",,,
1995,048770,TPC,"4,015","5","0.1","21,582","86,366,705","4,000","4,045","3,985","54,123,308,140","0.00","13,480,276",,,
1996,072770,율호,"1,475","80","5.7","2,165,643","3,198,296,960","1,400","1,560","1,350","54,098,468,800","0.00","36,676,928",,,
1997,018470,조일알미늄,"770","-4","-0.5","38,096","29,453,991","781","781","770","54,019,777,350","0.00","70,155,555",,,
1998,221610,자안,"382","-5","-1.3","17,249,766","6,719,395,224","393","402","380","53,968,301,050","0.00","141,278,275",,,
1999,109070,컨버즈,"4,100","0","0.0","0","0","0","0","0","53,879,690,800","0.00","13,141,388",,,
2000,040610,SG&G,"1,575","5","0.3","72,717","114,705,555","1,585","1,600","1,565","53,687,333,700","0.00","34,087,196",,,
2001,091970,나노캠텍,"1,910","-30","-1.6","254,293","486,832,275","1,940","1,940","1,900","53,633,611,750","0.00","28,080,425",,,
2002,025560,미래산업,"3,160","-25","-0.8","63,190","200,055,525","3,225","3,225","3,140","53,291,402,880","0.00","16,864,368",,,
2003,098120,마이크로컨텍솔,"6,400","-80","-1.2","150,742","968,183,640","6,480","6,570","6,280","53,201,702,400","0.00","8,312,766",,,
2004,088790,진도,"4,255","-30","-0.7","268,453","1,145,426,050","4,285","4,375","4,185","52,965,150,720","0.00","12,447,744",,,
2005,011700,한신기계,"1,630","-5","-0.3","112,774","183,547,685","1,640","1,645","1,615","52,887,226,130","0.00","32,446,151",,,
2006,277410,인산가,"1,995","-25","-1.2","273,365","547,393,885","2,020","2,035","1,990","52,883,162,745","0.00","26,507,851",,,
2007,127710,아시아경제,"2,070","25","1.2","206,411","428,677,965","2,045","2,125","2,045","52,803,079,380","0.00","25,508,734",,,
2008,221980,케이디켐,"13,050","100","0.8","2,425","31,292,600","12,950","13,050","12,850","52,654,140,000","0.00","4,034,800",,,
2009,082660,코스나인,"1,740","20","1.2","256,374","445,940,765","1,730","1,780","1,710","52,632,005,460","0.00","30,248,279",,,
2010,067920,이글루시큐리티,"4,775","5","0.1","15,620","73,645,655","4,795","4,795","4,695","52,506,468,225","0.00","10,996,119",,,
2011,024830,세원물산,"6,280","0","0.0","0","0","0","0","0","52,438,000,000","0.00","8,350,000",,,
2012,208370,셀바스헬스케어,"2,415","15","0.6","32,499","78,289,780","2,400","2,435","2,380","52,358,562,060","0.00","21,680,564",,,
2013,096610,알에프세미,"5,500","-60","-1.1","103,553","571,235,410","5,580","5,590","5,430","52,220,982,000","0.00","9,494,724",,,
2014,076610,해성옵틱스,"1,630","-45","-2.7","972,040","1,576,480,235","1,675","1,680","1,575","52,214,864,170","0.00","32,033,659",,,
2015,168330,내츄럴엔도텍,"2,525","0","0.0","0","0","0","0","0","52,181,200,550","0.00","20,665,822",,,
2016,900270,헝셩그룹,"652","-4","-0.6","266,302","173,865,380","662","662","650","52,160,000,000","0.00","80,000,000",,,
2017,039980,리노스,"1,255","-5","-0.4","681,688","860,672,540","1,280","1,285","1,245","52,133,460,530","0.00","41,540,606",,,
2018,140520,대창스틸,"2,600","110","4.4","566,335","1,467,789,145","2,500","2,650","2,465","52,000,000,000","0.00","20,000,000",,,
2019,115530,씨엔플러스,"839","0","0.0","0","0","0","0","0","51,997,005,703","0.00","61,974,977",,,
2020,037400,우리조명,"2,085","40","2.0","170,794","353,094,880","2,045","2,100","2,045","51,965,176,410","0.00","24,923,346",,,
2021,028080,휴맥스홀딩스,"4,120","80","2.0","28,577","116,417,050","4,020","4,190","3,980","51,819,324,720","0.00","12,577,506",,,
2022,036620,버추얼텍,"748","-1","-0.1","79,657","59,376,948","749","755","738","51,695,300,272","0.00","69,111,364",,,
2023,217950,파마리서치바이오,"12,750","-250","-1.9","488","6,268,600","13,200","13,200","12,750","51,629,735,250","0.00","4,049,391",,,
2024,075130,플랜티넷,"5,760","130","2.3","72,558","412,104,650","5,630","5,790","5,600","51,609,600,000","0.00","8,960,000",,,
2025,023350,한국종합기술,"4,705","-75","-1.6","56,860","268,645,700","4,760","4,825","4,670","51,519,750,000","0.00","10,950,000",,,
2026,019540,일지테크,"3,805","30","0.8","73,645","280,334,480","3,775","3,830","3,775","51,418,867,500","0.00","13,513,500",,,
2027,232680,라온테크,"11,750","-150","-1.3","4,579","53,645,350","12,150","12,200","11,500","51,359,308,750","0.00","4,371,005",,,
2028,046310,백금T&A,"3,155","-25","-0.8","927,386","2,944,552,725","3,230","3,230","3,135","51,261,225,325","0.00","16,247,615",,,
2029,030350,드래곤플라이,"2,990","-25","-0.8","94,732","285,559,025","2,995","3,080","2,980","51,151,105,070","0.00","17,107,393",,,
2030,001000,신라섬유,"2,105","5","0.2","51,203","107,806,165","2,100","2,140","2,085","51,104,221,700","0.00","24,277,540",,,
2031,105550,트루윈,"4,195","60","1.4","191,112","796,617,335","4,180","4,200","4,125","51,060,730,365","0.00","12,171,807",,,
2032,085670,뉴프렉스,"2,345","-45","-1.9","95,584","226,878,025","2,395","2,445","2,335","51,049,688,550","0.00","21,769,590",,,
2033,066910,손오공,"1,890","75","4.1","790,600","1,477,474,875","1,810","1,905","1,790","50,833,744,290","0.00","26,896,161",,,
2034,000950,전방,"30,200","0","0.0","2,362","70,154,050","30,200","30,200","29,550","50,736,000,000","0.00","1,680,000",,,
2035,181340,이즈미디어,"7,150","-10","-0.1","851,904","6,276,370,620","7,260","7,680","7,090","50,601,265,000","0.00","7,077,100",,,
2036,126640,화신정공,"1,390","70","5.3","24,124,768","35,087,144,330","1,320","1,565","1,315","50,559,702,930","0.00","36,373,887",,,
2037,317830,에스피시스템스,"6,200","30","0.5","18,949","117,119,040","6,170","6,250","6,150","50,503,340,000","0.00","8,145,700",,,
2038,049800,우진플라임,"5,050","50","1.0","17,193","86,513,360","5,070","5,070","4,975","50,500,000,000","0.00","10,000,000",,,
2039,049830,승일,"8,230","10","0.1","2,840","23,341,680","8,220","8,270","8,190","50,467,281,760","0.00","6,132,112",,,
2040,048470,대동스틸,"5,040","75","1.5","101,598","513,126,280","4,990","5,110","4,960","50,400,000,000","0.00","10,000,000",,,
2041,208710,바이오로그디바이스,"1,735","5","0.3","566,619","970,046,715","1,705","1,745","1,690","50,090,069,395","0.00","28,870,357",,,
2042,063760,이엘피,"10,200","200","2.0","25,000","252,558,850","10,050","10,250","10,000","50,087,100,000","0.00","4,910,500",,,
2043,064090,에프앤리퍼블릭,"646","113","21.2","38,561,141","24,394,502,059","600","682","588","50,064,724,804","0.00","77,499,574",,,
2044,119500,포메탈,"4,225","-25","-0.6","1,280,694","5,515,333,715","4,260","4,390","4,200","50,054,555,200","0.00","11,847,232",,,
2045,033250,체시스,"2,075","-30","-1.4","265,809","552,850,525","2,110","2,120","2,060","49,800,000,000","0.00","24,000,000",,,
2046,110020,전진바이오팜,"8,240","270","3.4","153,547","1,262,754,900","8,000","8,340","7,970","49,786,351,920","0.00","6,042,033",,,
2047,190650,코리아에셋투자증권,"7,790","100","1.3","13,855","107,190,670","7,690","7,790","7,660","49,762,520,000","0.00","6,388,000",,,
2048,317770,슈프리마아이디,"16,400","1,700","11.6","311,790","5,252,266,150","14,700","18,000","14,400","49,725,128,000","0.00","3,032,020",,,
2049,101000,상상인인더스트리,"785","-2","-0.2","137,540","107,580,452","784","790","780","49,706,673,355","0.00","63,320,603",,,
2050,014100,메디앙스,"4,195","0","0.0","0","0","0","0","0","49,501,000,000","0.00","11,800,000",,,
2051,039240,경남스틸,"1,980","5","0.2","39,413","77,906,050","1,990","1,990","1,965","49,500,000,000","0.00","25,000,000",,,
2052,019570,리더스 기술투자,"516","5","1.0","275,344","142,068,975","510","524","509","49,478,544,432","0.00","95,888,652",,,
2053,086060,진바이오텍,"5,740","30","0.5","28,033","160,424,370","5,710","5,780","5,650","49,424,769,380","0.00","8,610,587",,,
2054,002290,삼일기업공사,"3,960","0","0.0","53,742","212,104,615","3,960","3,970","3,915","49,104,000,000","0.00","12,400,000",,,
2055,154040,솔루에타,"3,775","-10","-0.3","102,057","383,785,685","3,790","3,855","3,700","49,000,051,150","0.00","12,980,146",,,
2056,006880,신송홀딩스,"4,140","0","0.0","122,172","502,756,610","4,280","4,280","4,040","48,971,472,120","0.00","11,828,858",,,
2057,038110,에코플라스틱,"1,905","10","0.5","202,128","383,422,610","1,890","1,920","1,875","48,900,149,850","0.00","25,669,370",,,
2058,019685,대교우B,"2,515","5","0.2","18,300","45,918,650","2,520","2,520","2,500","48,858,879,850","0.00","19,426,990",,,
2059,054040,한국컴퓨터,"3,040","-15","-0.5","98,709","301,179,735","3,075","3,090","3,020","48,856,721,600","0.00","16,071,290",,,
2060,213090,미래테크놀로지,"7,980","90","1.1","1,107","8,750,830","7,890","7,990","7,860","48,843,888,240","0.00","6,120,788",,,
2061,060300,레드로버,"1,830","0","0.0","0","0","0","0","0","48,765,969,930","0.00","26,648,071",,,
2062,106080,하이소닉,"3,330","0","0.0","0","0","0","0","0","48,753,617,580","0.00","14,640,726",,,
2063,007530,영신금속,"3,795","100","2.7","74,077","276,109,910","3,685","3,880","3,600","48,701,113,560","0.00","12,832,968",,,
2064,053290,NE능률,"2,945","-35","-1.2","82,247","243,131,640","2,980","3,000","2,930","48,669,974,115","0.00","16,526,307",,,
2065,053050,지에스이,"1,615","-5","-0.3","165,299","266,737,110","1,620","1,625","1,605","48,429,969,155","0.00","29,987,597",,,
2066,010770,평화홀딩스,"3,310","0","0.0","14,916","49,187,990","3,340","3,340","3,280","48,410,292,460","0.00","14,625,466",,,
2067,023790,동일철강,"6,580","50","0.8","99,642","655,392,680","6,530","6,630","6,420","48,330,659,300","0.00","7,345,085",,,
2068,039310,세중,"2,665","-35","-1.3","48,198","129,171,640","2,750","2,750","2,665","48,294,242,555","0.00","18,121,667",,,
2069,065770,CS,"2,560","-10","-0.4","145,940","369,572,355","2,560","2,585","2,495","48,217,984,000","0.00","18,835,150",,,
2070,008110,대동전자,"4,595","5","0.1","15,467","70,994,855","4,695","4,700","4,555","48,203,603,965","0.00","10,490,447",,,
2071,029480,릭스솔루션,"604","-1","-0.2","1,354,374","812,600,028","603","610","591","48,118,128,704","0.00","79,665,776",,,
2072,085810,알티캐스트,"2,265","-25","-1.1","183,022","413,507,890","2,320","2,335","2,240","48,070,457,400","0.00","21,223,160",,,
2073,079650,서산,"2,400","-25","-1.0","37,618","90,788,390","2,430","2,455","2,395","48,000,000,000","0.00","20,000,000",,,
2074,900280,골든센츄리,"302","-2","-0.7","1,323,297","399,858,608","305","307","300","47,951,560,000","0.00","158,780,000",,,
2075,094970,제이엠티,"2,850","-10","-0.4","73,658","209,574,810","2,875","2,890","2,825","47,732,484,000","0.00","16,748,240",,,
2076,011080,형지I&C,"1,225","40","3.4","7,272,611","9,151,718,575","1,225","1,315","1,190","47,720,693,300","0.00","38,955,668",,,
2077,046070,코다코,"1,220","45","3.8","514,920","629,913,260","1,195","1,250","1,170","47,658,392,320","0.00","39,064,256",,,
2078,067730,로지시스,"5,100","-70","-1.4","66,561","338,832,750","5,150","5,190","5,020","47,638,702,200","0.00","9,340,922",,,
2079,208860,엔지스테크널러지,"4,500","-125","-2.7","78,478","357,523,195","4,695","4,695","4,475","47,584,705,500","0.00","10,574,379",,,
2080,320000,윈텍,"2,645","-15","-0.6","79,557","209,487,575","2,655","2,670","2,615","47,345,891,460","0.00","17,900,148",,,
2081,211050,인카금융서비스,"10,500","-450","-4.1","13","138,500","12,500","12,500","10,500","47,186,895,000","0.00","4,493,990",,,
2082,123750,알톤스포츠,"3,700","55","1.5","50,044","182,760,310","3,610","3,700","3,565","47,161,298,900","0.00","12,746,297",,,
2083,005305,롯데칠성우,"60,800","-100","-0.2","381","23,181,200","60,900","61,000","60,800","47,138,848,000","0.00","775,310",,,
2084,279600,미디어젠,"10,150","150","1.5","104,083","1,053,504,340","10,050","10,350","9,910","47,078,552,150","0.00","4,638,281",,,
2085,123700,SJM,"3,010","25","0.8","19,319","57,975,790","2,995","3,020","2,970","46,970,742,980","0.00","15,604,898",,,
2086,064480,브리지텍,"3,920","-10","-0.2","64,604","253,136,450","3,930","3,980","3,895","46,853,800,000","0.00","11,952,500",,,
2087,136660,큐엠씨,"4,950","-40","-0.8","6,498","32,597,335","5,000","5,190","4,945","46,746,810,000","0.00","9,443,800",,,
2088,056000,네스엠,"3,195","530","19.9","8,747,986","27,148,108,550","2,745","3,385","2,690","46,743,434,685","0.00","14,630,183",,,
2089,045300,성우테크론,"4,930","40","0.8","137,703","683,275,445","4,950","5,020","4,900","46,369,617,860","0.00","9,405,602",,,
2090,131180,딜리,"1,575","0","0.0","121,316","191,072,755","1,570","1,595","1,565","46,226,250,000","0.00","29,350,000",,,
2091,069640,한세엠케이,"3,570","0","0.0","26,575","94,641,665","3,565","3,640","3,525","46,086,279,540","0.00","12,909,322",,,
2092,007120,미래아이앤지,"355","4","1.1","431,958","152,569,489","351","355","351","45,966,872,540","0.00","129,484,148",,,
2093,001620,케이비아이동국실업,"695","-7","-1.0","79,407","55,337,068","699","704","693","45,899,240,040","0.00","66,042,072",,,
2094,109080,옵티시스,"8,140","30","0.4","18,278","148,310,380","8,110","8,190","8,050","45,877,040,000","0.00","5,636,000",,,
2095,035200,프럼파스트,"4,700","30","0.6","67,248","315,297,010","4,670","4,745","4,660","45,733,773,000","0.00","9,730,590",,,
2096,284420,휴럼,"12,000","600","5.3","1,458","17,417,400","12,450","12,450","11,900","45,605,400,000","0.00","3,800,450",,,
2097,049120,파인디앤씨,"1,730","-10","-0.6","37,625","65,256,170","1,730","1,745","1,725","45,602,703,120","0.00","26,359,944",,,
2098,025530,SJM홀딩스,"3,050","20","0.7","15,266","46,456,160","3,060","3,080","3,025","45,548,724,400","0.00","14,934,008",,,
2099,008470,부스타,"5,410","0","0.0","32,332","175,541,530","5,420","5,480","5,400","45,469,968,000","0.00","8,404,800",,,
2100,060480,국일신동,"4,100","40","1.0","111,061","455,235,295","4,050","4,160","4,035","45,469,000,000","0.00","11,090,000",,,
2101,114190,강원,"2,500","0","0.0","0","0","0","0","0","45,387,277,500","0.00","18,154,911",,,
2102,046970,우리로,"1,610","10","0.6","68,137","108,878,620","1,600","1,615","1,585","45,343,226,950","0.00","28,163,495",,,
2103,050320,아래스,"990","0","0.0","0","0","0","0","0","45,205,142,400","0.00","45,661,760",,,
2104,128540,에코캡,"3,095","115","3.9","136,712","419,501,485","3,030","3,125","2,990","45,059,486,000","0.00","14,558,800",,,
2105,070590,한솔인티큐브,"3,240","-95","-2.8","664,369","2,153,850,010","3,290","3,310","3,180","44,969,648,040","0.00","13,879,521",,,
2106,030720,동원수산,"9,630","50","0.5","116,448","1,111,635,960","9,600","9,720","9,420","44,816,142,150","0.00","4,653,805",,,
