순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
538,001200,유진투자증권,"3,985","-5","-0.1","289,164","1,150,603,940","4,010","4,010","3,930","386,012,675,730","0.02","96,866,418",,,
539,094800,맵스리얼티1,"4,155","0","0.0","101,376","422,149,835","4,170","4,170","4,155","385,726,645,305","0.02","92,834,331",,,
540,003220,대원제약,"19,050","250","1.3","135,147","2,573,054,650","18,900","19,200","18,800","385,640,637,150","0.02","20,243,603",,,
541,001430,세아베스틸,"10,750","200","1.9","320,744","3,436,590,450","10,550","10,850","10,450","385,517,779,250","0.02","35,862,119",,,
542,216050,인크로스,"47,450","200","0.4","23,667","1,120,986,350","47,250","47,950","46,900","382,294,068,650","0.02","8,056,777",,,
543,005500,삼진제약,"27,500","350","1.3","49,910","1,380,421,450","27,250","27,900","27,200","382,250,000,000","0.02","13,900,000",,,
544,080160,모두투어,"20,050","200","1.0","265,608","5,277,657,700","19,850","20,150","19,300","378,945,000,000","0.02","18,900,000",,,
545,001780,알루코,"4,545","-20","-0.4","926,233","4,263,305,420","4,570","4,665","4,545","378,177,101,235","0.02","83,207,283",,,
546,227950,엔투텍,"6,450","-220","-3.3","14,154,850","94,400,839,090","6,970","7,000","6,420","378,076,283,100","0.02","58,616,478",,,
547,002270,롯데푸드,"333,000","-1,000","-0.3","2,971","991,103,500","335,000","335,500","332,500","376,912,710,000","0.02","1,131,870",,,
548,011040,경동제약,"12,200","300","2.5","310,471","3,715,546,850","11,900","12,250","11,600","375,378,945,200","0.02","30,768,766",,,
549,007460,에이프로젠 KIC,"2,045","50","2.5","2,451,242","4,975,263,095","2,005","2,055","2,000","374,125,087,385","0.02","182,946,253",,,
550,216080,제테마,"21,300","-600","-2.7","180,910","3,867,983,650","22,150","22,150","21,100","374,062,037,400","0.02","17,561,598",,,
551,001500,현대차증권,"12,750","0","0.0","117,635","1,500,492,400","12,700","12,850","12,650","374,048,165,250","0.02","29,337,111",,,
552,293940,신한알파리츠,"7,120","40","0.6","38,606","274,430,590","7,050","7,130","7,040","372,590,475,760","0.02","52,330,123",,,
553,348210,넥스틴,"117,600","3,200","2.8","71,392","8,443,317,100","116,000","122,400","114,800","371,592,480,000","0.02","3,159,800",,,
554,095340,ISC,"26,250","350","1.4","280,346","7,356,455,900","26,000","26,850","25,650","371,240,835,000","0.02","14,142,508",,,
555,002960,한국쉘석유,"285,500","4,000","1.4","4,287","1,220,633,500","285,000","286,500","281,500","371,150,000,000","0.02","1,300,000",,,
556,034120,SBS,"20,300","-100","-0.5","93,962","1,910,166,000","20,400","20,500","20,150","370,527,414,600","0.02","18,252,582",,,
557,023410,유진기업,"4,785","10","0.2","271,982","1,299,170,200","4,780","4,850","4,740","369,932,479,455","0.02","77,310,863",,,
558,026890,디피씨,"8,870","-140","-1.6","670,771","5,982,283,520","9,010","9,060","8,850","369,685,412,250","0.02","41,678,175",,,
559,084690,대상홀딩스,"10,200","-100","-1.0","80,852","828,649,200","10,400","10,400","10,150","369,367,887,600","0.02","36,212,538",,,
560,071055,한국금융지주우,"63,000","-500","-0.8","35,625","2,253,773,600","63,200","63,800","62,800","369,069,813,000","0.02","5,858,251",,,
561,038540,상상인,"6,650","30","0.4","102,569","681,371,210","6,580","6,680","6,580","367,933,281,450","0.02","55,328,313",,,
562,052260,현대바이오랜드,"24,450","50","0.2","144,907","3,543,109,650","24,850","24,850","24,200","366,750,000,000","0.02","15,000,000",,,
563,200710,에이디테크놀로지,"27,600","300","1.1","431,721","11,922,777,500","27,900","28,100","27,300","366,378,904,800","0.02","13,274,598",,,
564,057500,SKC 솔믹스,"5,950","0","0.0","0","0","0","0","0","365,889,538,000","0.02","61,494,040",,,
565,002780,진흥기업,"2,515","-5","-0.2","64,269","161,466,095","2,520","2,535","2,500","365,861,438,675","0.02","145,471,745",,,
566,230240,에치에프알,"30,350","-400","-1.3","46,630","1,417,881,500","30,750","30,750","30,200","363,654,307,000","0.02","11,982,020",,,
567,004700,조광피혁,"54,600","-1,300","-2.3","4,512","246,041,600","55,500","55,500","54,100","363,042,934,800","0.02","6,649,138",,,
568,009680,모토닉,"11,000","250","2.3","77,993","840,290,650","10,750","11,050","10,600","363,000,000,000","0.02","33,000,000",,,
569,317690,퀀타매트릭스,"24,850","250","1.0","1,827,795","47,276,509,050","26,300","27,050","24,750","362,544,701,400","0.02","14,589,324",,,
570,092220,KEC,"3,105","105","3.5","26,826,348","84,002,648,920","3,010","3,230","3,010","362,375,048,700","0.02","116,706,940",,,
571,950190,미투젠,"28,100","200","0.7","47,080","1,313,152,550","27,900","28,150","27,600","362,197,535,200","0.02","12,889,592",,,
572,029460,케이씨,"26,600","-350","-1.3","60,807","1,633,981,050","27,250","27,300","26,500","360,537,570,400","0.02","13,554,044",,,
573,102940,코오롱생명과학,"31,500","1,000","3.3","411,679","13,108,195,050","32,650","33,000","30,900","359,489,214,000","0.02","11,412,356",,,
574,101360,이엔드디,"34,750","-1,250","-3.5","370,732","12,961,680,100","35,900","35,900","34,300","358,633,309,250","0.02","10,320,383",,,
575,126560,현대퓨처넷,"3,175","-5","-0.2","61,366","195,025,260","3,185","3,195","3,170","358,383,192,300","0.02","112,876,596",,,
576,265520,AP시스템,"24,700","-150","-0.6","140,567","3,452,887,050","24,900","24,900","24,400","357,661,606,900","0.02","14,480,227",,,
577,000140,하이트진로홀딩스,"15,350","0","0.0","16,564","255,018,350","15,300","15,550","15,300","356,223,842,750","0.02","23,206,765",,,
578,002620,제일파마홀딩스,"22,250","500","2.3","86,945","1,968,899,000","21,900","23,300","21,750","355,407,148,750","0.02","15,973,355",,,
579,285490,노바텍,"70,800","2,200","3.2","98,927","6,954,098,700","69,300","72,400","68,000","355,156,730,400","0.02","5,016,338",,,
580,001725,신영증권우,"50,300","-300","-0.6","2,022","101,983,200","50,600","50,700","50,300","354,804,278,900","0.02","7,053,763",,,
581,244460,올리패스,"22,150","0","0.0","100,532","2,241,518,450","22,050","22,800","21,900","353,884,237,250","0.02","15,976,715",,,
582,077500,유니퀘스트,"12,950","200","1.6","528,021","6,714,741,450","12,800","13,050","12,450","353,628,563,750","0.02","27,307,225",,,
583,253840,수젠텍,"23,100","-550","-2.3","354,360","8,180,596,650","23,650","23,800","22,850","353,313,714,600","0.02","15,294,966",,,
584,238090,앤디포스,"6,380","-70","-1.1","1,973,132","12,634,620,540","6,500","6,560","6,240","351,931,811,880","0.02","55,161,726",,,
585,220630,해마로푸드서비스,"3,450","170","5.2","1,841,021","6,230,869,670","3,345","3,460","3,315","351,270,481,950","0.02","101,817,531",,,
586,064260,다날,"5,090","-20","-0.4","762,720","3,890,403,630","5,110","5,150","5,070","350,950,613,600","0.02","68,949,040",,,
587,226950,올릭스,"51,800","-600","-1.2","93,486","4,884,032,000","52,400","53,300","51,400","350,739,354,000","0.02","6,771,030",,,
588,084110,휴온스글로벌,"30,500","350","1.2","87,808","2,654,687,550","30,150","30,800","29,850","349,655,873,500","0.02","11,464,127",,,
589,088260,이리츠코크렙,"5,510","50","0.9","26,433","145,026,520","5,480","5,520","5,410","349,012,160,900","0.02","63,341,590",,,
590,016800,퍼시스,"30,250","50","0.2","880","26,628,300","30,400","30,400","30,050","347,875,000,000","0.02","11,500,000",,,
591,166480,코아스템,"22,100","-50","-0.2","113,953","2,534,438,200","22,150","22,650","21,900","347,355,424,000","0.02","15,717,440",,,
592,025770,한국정보통신,"9,230","0","0.0","16,583","152,512,050","9,270","9,270","9,160","345,610,621,330","0.02","37,444,271",,,
593,195870,해성디에스,"20,300","-550","-2.6","258,713","5,319,809,700","21,100","21,150","20,200","345,100,000,000","0.02","17,000,000",,,
594,002990,금호산업,"9,420","140","1.5","158,693","1,491,109,010","9,300","9,460","9,280","345,091,564,080","0.02","36,633,924",,,
595,095720,웅진씽크빅,"2,935","-25","-0.8","418,492","1,231,315,840","2,970","2,970","2,925","344,573,672,520","0.02","117,401,592",,,
596,317400,자이에스앤디,"12,850","650","5.3","446,243","5,704,042,850","12,200","13,150","12,100","344,155,382,000","0.02","26,782,520",,,
597,000480,조선내화,"85,900","-900","-1.0","310","26,595,900","86,800","86,900","85,200","343,600,000,000","0.02","4,000,000",,,
598,002310,아세아제지,"38,350","-1,100","-2.8","95,812","3,678,693,300","39,100","39,100","38,100","343,481,851,700","0.02","8,956,502",,,
599,005420,코스모화학,"13,150","0","0.0","453,831","5,905,994,550","13,150","13,150","12,950","343,357,348,750","0.02","26,110,825",,,
600,072710,농심홀딩스,"74,000","100","0.1","6,292","466,296,400","73,800","74,400","73,800","343,196,460,000","0.01","4,637,790",,,
601,093320,케이아이엔엑스,"70,200","-200","-0.3","14,708","1,033,752,400","70,400","71,400","70,000","342,576,000,000","0.01","4,880,000",,,
602,189300,인텔리안테크,"45,200","2,500","5.8","207,491","9,253,548,650","42,500","46,100","41,950","341,772,477,600","0.01","7,561,338",,,
603,082920,비츠로셀,"15,850","0","0.0","82,180","1,307,682,300","15,800","16,100","15,700","341,395,559,200","0.01","21,539,152",,,
604,194700,노바렉스,"37,900","550","1.5","44,675","1,675,477,350","37,350","37,950","36,850","341,241,746,000","0.01","9,003,740",,,
605,084680,이월드,"3,305","5","0.2","150,008","494,753,385","3,295","3,340","3,285","340,877,359,585","0.01","103,139,897",,,
606,043150,바텍,"22,850","100","0.4","47,618","1,083,934,650","22,750","22,950","22,600","339,419,749,600","0.01","14,854,256",,,
607,007810,코리아써키트,"14,350","-150","-1.0","703,999","10,171,227,400","14,700","14,750","14,200","338,957,776,850","0.01","23,620,751",,,
608,213500,한솔제지,"14,150","50","0.4","118,870","1,672,162,150","14,200","14,200","14,000","336,778,150,400","0.01","23,800,576",,,
609,016450,한세예스24홀딩스,"8,400","160","1.9","167,718","1,417,460,320","8,340","8,580","8,180","336,000,000,000","0.01","40,000,000",,,
610,139670,키네마스터,"24,800","-450","-1.8","335,913","8,234,846,150","25,200","26,300","23,450","335,948,413,600","0.01","13,546,307",,,
611,243840,신흥에스이씨,"48,200","-650","-1.3","49,009","2,373,188,200","49,000","49,000","47,950","335,938,479,600","0.01","6,969,678",,,
612,357120,코람코에너지리츠,"4,815","-20","-0.4","201,375","973,209,395","4,875","4,875","4,815","335,220,300,000","0.01","69,620,000",,,
613,089010,켐트로닉스,"22,550","250","1.1","384,829","8,726,234,300","23,200","23,200","22,350","335,051,440,350","0.01","14,858,157",,,
614,065680,우주일렉트로,"33,700","-1,050","-3.0","59,673","2,024,224,200","34,550","35,050","33,450","334,783,214,000","0.01","9,934,220",,,
615,000050,경방,"12,200","200","1.7","37,319","454,208,600","12,000","12,450","11,950","334,466,294,000","0.01","27,415,270",,,
616,052710,아모텍,"34,300","400","1.2","114,827","3,914,719,100","33,750","34,450","33,350","334,198,825,800","0.01","9,743,406",,,
617,122900,아이마켓코리아,"9,420","40","0.4","74,130","696,199,990","9,390","9,480","9,300","333,405,262,800","0.01","35,393,340",,,
618,036630,세종텔레콤,"554","-9","-1.6","7,088,716","3,944,322,225","568","574","548","332,580,673,804","0.01","600,326,126",,,
619,082850,우리바이오,"7,400","40","0.5","7,886,125","58,976,930,190","7,450","7,800","7,130","332,392,297,200","0.01","44,917,878",,,
620,123040,엠에스오토텍,"9,600","560","6.2","24,359,426","236,030,934,680","9,220","10,100","9,090","332,388,144,000","0.01","34,623,765",,,
621,002240,고려제강,"16,600","-250","-1.5","28,217","470,716,600","16,950","16,950","16,550","332,000,000,000","0.01","20,000,000",,,
622,007690,국도화학,"57,100","-1,100","-1.9","50,109","2,883,076,100","58,600","59,100","56,700","331,786,173,600","0.01","5,810,616",,,
623,004690,삼천리,"81,800","800","1.0","17,003","1,383,092,900","81,400","82,000","80,800","331,701,045,000","0.01","4,055,025",,,
624,006840,AK홀딩스,"24,850","-100","-0.4","32,814","818,000,050","24,900","25,100","24,600","329,201,890,850","0.01","13,247,561",,,
625,033240,자화전자,"18,300","-350","-1.9","437,757","7,975,904,300","18,400","18,650","17,850","327,570,000,000","0.01","17,900,000",,,
626,005950,이수화학,"13,550","250","1.9","336,118","4,535,744,400","13,400","13,700","13,300","326,081,021,000","0.01","24,065,020",,,
627,019175,신풍제약우,"148,000","-1,000","-0.7","20,569","3,066,661,000","151,500","151,500","147,500","325,600,000,000","0.01","2,200,000",,,
628,156100,엘앤케이바이오,"24,450","4,200","20.7","5,282,598","127,145,157,000","20,700","26,300","20,050","324,397,074,300","0.01","13,267,774",,,
629,001570,금양,"7,360","-190","-2.5","2,397,225","17,635,622,760","7,390","7,480","7,240","324,194,273,600","0.01","44,048,135",,,
630,079430,현대리바트,"15,750","-200","-1.2","110,663","1,754,640,700","16,000","16,050","15,700","323,430,691,500","0.01","20,535,282",,,
631,187870,디바이스이엔지,"45,950","1,200","2.7","662,802","30,181,775,150","43,850","47,350","42,750","323,332,183,550","0.01","7,036,609",,,
632,035890,서희건설,"1,405","35","2.6","925,510","1,281,398,485","1,375","1,405","1,350","322,880,882,085","0.01","229,808,457",,,
633,066700,테라젠이텍스,"9,950","170","1.7","379,341","3,778,767,890","9,800","10,050","9,800","322,523,628,250","0.01","32,414,435",,,
634,00088K,한화3우B,"14,350","50","0.4","39,956","572,808,950","14,300","14,400","14,300","322,473,200,000","0.01","22,472,000",,,
635,058650,세아홀딩스,"80,400","-400","-0.5","58","4,681,500","80,500","81,500","80,400","321,600,000,000","0.01","4,000,000",,,
636,025320,시노펙스,"4,390","-95","-2.1","1,294,635","5,729,002,900","4,485","4,515","4,375","321,536,585,620","0.01","73,242,958",,,
637,049950,미래컴퍼니,"38,400","400","1.0","34,355","1,318,231,150","38,050","38,750","38,050","321,112,550,400","0.01","8,362,306",,,
638,004710,한솔테크닉스,"10,000","-250","-2.4","748,032","7,471,655,270","10,200","10,250","9,870","321,098,780,000","0.01","32,109,878",,,
639,900140,엘브이엠씨홀딩스,"3,800","65","1.7","662,513","2,514,838,910","3,740","3,865","3,710","320,524,638,200","0.01","84,348,589",,,
640,002210,동성제약,"12,250","300","2.5","340,351","4,161,946,800","11,900","12,400","11,900","319,736,882,500","0.01","26,100,970",,,
641,016580,환인제약,"17,100","-100","-0.6","146,698","2,511,482,550","17,200","17,300","16,950","318,061,197,000","0.01","18,600,070",,,
642,015750,성우하이텍,"3,960","105","2.7","658,899","2,586,984,455","3,865","3,975","3,845","316,800,000,000","0.01","80,000,000",,,
643,272550,삼양패키징,"22,250","0","0.0","22,954","507,198,900","22,500","22,550","21,800","316,168,139,000","0.01","14,209,804",,,
644,142280,녹십자엠에스,"14,950","150","1.0","482,435","7,214,103,450","14,900","15,350","14,650","315,703,380,850","0.01","21,117,283",,,
645,005960,동부건설,"13,900","300","2.2","89,559","1,238,786,550","13,750","14,000","13,400","315,558,133,600","0.01","22,702,024",,,
646,017940,E1,"45,900","100","0.2","23,223","1,067,936,250","46,150","46,400","45,800","314,874,000,000","0.01","6,860,000",,,
647,003300,한일홀딩스,"10,900","600","5.8","74,754","799,777,900","10,400","11,100","10,300","314,092,002,000","0.01","28,815,780",,,
648,234080,JW생명과학,"19,800","250","1.3","95,191","1,873,915,900","19,550","19,850","19,550","313,524,169,200","0.01","15,834,554",,,
649,033500,동성화인텍,"11,400","-100","-0.9","162,711","1,879,576,050","11,550","11,700","11,400","313,426,276,200","0.01","27,493,533",,,
650,052420,오성첨단소재,"4,610","-105","-2.2","2,719,076","12,605,630,435","4,735","4,755","4,600","312,094,095,700","0.01","67,699,370",,,
651,131390,피앤이솔루션,"21,050","-50","-0.2","230,504","4,893,509,400","21,250","21,500","21,000","311,938,055,500","0.01","14,818,910",,,
652,104700,한국철강,"6,750","30","0.4","209,656","1,410,257,040","6,690","6,810","6,690","310,837,500,000","0.01","46,050,000",,,
653,001390,KG케미칼,"23,800","1,150","5.1","493,513","11,468,496,500","22,800","24,050","22,350","309,714,921,600","0.01","13,013,232",,,
654,047920,에이치엘비제약,"15,250","-500","-3.2","389,339","5,970,942,850","15,750","15,850","15,000","309,193,018,000","0.01","20,274,952",,,
655,018290,브이티지엠피,"9,050","-190","-2.1","698,234","6,357,924,350","9,210","9,220","9,020","309,143,665,050","0.01","34,159,521",,,
656,033310,엠투엔,"13,900","-400","-2.8","192,916","2,695,007,900","14,300","14,300","13,650","308,438,484,100","0.01","22,189,819",,,
657,143240,사람인에이치알,"26,450","-600","-2.2","21,365","566,496,950","26,850","26,850","26,250","308,387,506,350","0.01","11,659,263",,,
